Month,Reported by,Falls within,Longitude,Latitude,Location,Crime type
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.923999,54.598389,On or near Victoria Square,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.961481,54.598038,On or near Cavendish Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.928635,54.592727,On or near Ormeau Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.35744,54.375127,On or near Castleview,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.348147,54.178629,On or near Daisy Hill Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.960587,54.614681,On or near Brompton Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.896312,54.381752,On or near Curlagh Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.46409,54.264725,On or near Rathowen,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.014442,54.539088,On or near Glenwood Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.393411,54.197876,On or near College Square North,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.678499,54.645899,On or near Cleland Park Central,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.930334,54.599189,On or near Castle Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.318883,54.994278,On or near Bridge Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.869846,54.607978,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.007157,54.577576,On or near Culmore Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.295124,54.615328,On or near Killybrack Mews,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.295124,54.615328,On or near Killybrack Mews,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.928815,54.618427,On or near Alexandra Park Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.94239,54.589673,On or near Bentham Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.784836,54.593701,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.325398,55.008283,On or near Northland Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.289062,54.973663,On or near Stevenson Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.928741,54.597032,On or near Donegall Square East,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.663828,55.150579,On or near Loughanhill Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.289062,54.973663,On or near Stevenson Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.917506,54.57612,On or near Ormeau Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.37648,54.718435,On or near Castle Brae,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.68933,55.12246,On or near Wheatfield Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.194158,54.731748,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.219429,54.735015,On or near Orkney Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.668486,54.648124,On or near Whitehill Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.192257,54.509883,On or near Willow Lodge,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.706496,54.313514,On or near Sligo Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.929497,54.614764,On or near Cosgrave Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.089674,54.510407,On or near Ferguson Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.736851,54.553268,On or near Coronation Crescent,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.373042,54.194081,On or near Kidds Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.192086,54.69321,On or near Abbey Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.959506,54.688824,On or near Carntall View,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.927847,54.617683,On or near Gainsborough Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.93154,54.604699,On or near Donegall Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.502232,54.75228,On or near Creagh Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.326718,54.472386,On or near Levin Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.520302,54.295242,On or near Bunker Hill,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.330613,54.751951,On or near The Oaks,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.192257,54.509883,On or near Willow Lodge,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.793653,54.585758,On or near Millars Grove,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.27826,55.001266,On or near Canterbury Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.854519,54.601256,On or near Hawthornden Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.192257,54.509883,On or near Willow Lodge,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.88575,54.596792,On or near Finvoy Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.962345,54.617307,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.31455,54.45617,On or near Orient Circle,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.942323,54.615216,On or near Manor Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.810428,54.729403,On or near Castlemara Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.960708,54.572022,On or near Lisburn Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.990413,54.590309,On or near Monagh Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.06959,54.508659,On or near Knockmore Square,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.558036,54.536741,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.86965,54.608469,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.905342,54.591032,On or near Emerald Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.563923,55.064083,On or near Millicent Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.2723,54.675651,On or near Tirmurty Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.208275,54.712992,On or near Avon Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.323409,54.997393,On or near Chamberlain Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.93594,54.611343,On or near Antrim Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.860741,54.579712,On or near Whincroft Way,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.019213,54.564036,On or near Stewartstown Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.738347,54.639841,On or near Fountain Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.963955,54.673993,On or near Moyola Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.752562,54.500262,On or near Eastvale Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.702351,54.595523,On or near West Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.641238,55.113732,On or near Sandel Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.723023,54.363396,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.894489,54.598364,On or near Newtownards Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.904654,54.594192,On or near The Mount,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.010298,54.542946,On or near Hazel Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.371566,54.853013,On or near Lismurn Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.314164,55.025431,On or near Greenhaw Crescent,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.919741,54.585997,On or near Balfour Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.140225,54.635077,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.258612,54.939678,On or near Ardkill Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.258612,54.939678,On or near Ardkill Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.668177,54.847718,On or near Brown Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.703983,54.539811,On or near Station Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.650194,54.348598,On or near Derrygonnelly Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.93543,54.595116,On or near Glengall Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.932157,54.590702,On or near Salisbury Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.331857,54.459447,On or near Trasna Way,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.784836,54.593701,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.775019,54.827247,On or near Five Mile Straight,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.296293,54.600549,On or near Campsie Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.273196,54.350555,On or near Victoria Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.716178,54.329325,On or near Church Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.716178,54.329325,On or near Church Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.716178,54.329325,On or near Church Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.277404,54.859269,On or near Queen Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.767763,54.503446,On or near Park Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.686812,55.138055,On or near Princess Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.722246,54.522694,On or near Station Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.321576,54.997635,On or near William Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.332986,55.008765,On or near Glenside Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.884953,54.594846,On or near Lovatt Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.53427,54.380331,On or near Derryraghan Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.933132,54.606883,On or near Clifton House Mews,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.655227,54.351483,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.856876,54.589105,On or near Knockcastle Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.440131,54.420886,On or near Harford Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.747235,54.413484,On or near Ashveagh,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.011061,54.572986,On or near Stewartstown Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.964698,54.614507,On or near Balholm Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.459773,54.817926,On or near Ballycolman Estate,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.204572,54.804443,On or near Rossburn Manor,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.676796,55.129862,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.322458,54.224825,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.011557,54.752807,On or near Grange Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.950401,54.590348,On or near Lemberg Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.431479,54.234588,On or near Crom Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.326279,54.160699,On or near Carlingford Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.891695,54.584757,On or near Ormonde Crescent,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.673955,54.64733,On or near The Green,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.119348,54.699178,On or near Crockanboy Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.924387,54.632709,On or near Mount Vernon Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.212635,54.72992,On or near Kintyre,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.962806,54.674351,On or near Glencairn Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.907422,54.685878,On or near Hollybank Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.907422,54.685878,On or near Hollybank Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.955671,54.576879,On or near Great Northern Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.897116,54.576522,On or near Killagan Bend,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.634873,54.470377,On or near Castle Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.028517,54.554503,On or near Altan Walk,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.313551,54.989972,On or near Spencer Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.913379,54.661047,On or near Ardlea Crescent,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.913379,54.661047,On or near Ardlea Crescent,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.943344,54.616464,On or near Orient Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.055124,54.503432,On or near Ashlea Place,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.744491,54.64251,On or near Loy Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.227467,54.181459,On or near Hilltown Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.028672,54.51091,On or near Ashmount Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.931149,54.595941,On or near Donegall Square West,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.928741,54.597032,On or near Donegall Square East,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.310804,54.995257,On or near Bonds Hill,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.49022,54.5414,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.92881,54.585317,On or near Carmel Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.274047,54.866408,On or near Ballymoney Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.214707,54.891613,On or near Houston Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.647712,55.198497,On or near Skerrymor Place,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.647712,55.198497,On or near Skerrymor Place,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.330548,54.168736,On or near Loughview Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.279565,54.597135,On or near Winters Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.532658,54.503345,On or near Columbkille Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.643469,54.250872,On or near Kennedy Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.949678,55.04941,On or near Connell Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.711497,54.647902,On or near Old Belfast Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.928966,54.58346,On or near Rugby Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.064217,54.10283,On or near Tullyframe Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.45587,54.493118,On or near Harbour Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.344795,54.173569,On or near Kiln Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.000262,54.752523,On or near Park Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.299879,54.990092,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.333974,55.032071,On or near Lower Galliagh Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.971059,54.559159,On or near Finbank Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.323365,55.021332,On or near Carnhill,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.940785,54.623609,On or near Vancouver Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.370788,54.849903,On or near Glebe Manor,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.343336,54.177134,On or near Monaghan Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.293999,54.878612,On or near Collinwood,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.661013,55.127848,On or near Lodge Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.815184,54.722391,On or near Sandes Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.326116,54.996232,On or near Fahan Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.291086,54.350513,On or near Grove Meadows,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.924849,54.597496,On or near Seymour Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.30283,54.97756,On or near Trench Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.955547,54.595727,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.977635,54.628965,On or near Brookmill Way,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.371566,54.853013,On or near Lismurn Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.339544,54.464611,On or near Dill Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.304159,54.598375,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.304159,54.598375,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.929934,54.59548,On or near James Street South,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.857783,54.616013,On or near Glenluce Walk,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.888182,54.214732,On or near Railway Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.251625,54.100803,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.453497,54.424355,On or near Obins Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.011549,54.064734,On or near Hillside Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.934882,54.589437,On or near Donegall Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.669997,54.846812,On or near O'Hara Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.32592,54.99111,On or near Bellevue Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.955468,54.675368,On or near Carnmoney Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.702351,54.595523,On or near West Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.702351,54.595523,On or near West Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.324463,54.999726,On or near Great James Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.640414,54.476736,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.192257,54.509883,On or near Willow Lodge,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.988236,54.072038,On or near Mourneview Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.700628,54.600558,On or near Dicksonia Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.905309,54.563645,On or near Glencregagh Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.921851,54.626268,On or near York Parade,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.243704,54.446562,On or near Lismaine Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.977018,54.597409,On or near Springfield Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.939954,54.581221,On or near Park Lane,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.315645,54.498411,On or near Main Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.465131,54.195025,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.953232,54.601762,On or near Wilton Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.294587,54.877964,On or near Collinwood,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.949038,54.611601,On or near Hillview Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.949038,54.611601,On or near Hillview Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.277128,54.356199,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.300138,54.436319,On or near Oaktree Manor,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.300138,54.436319,On or near Oaktree Manor,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.70339,54.492737,On or near Cavan Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.680885,54.589839,On or near Bowtown Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.680885,54.589839,On or near Bowtown Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.543695,54.638782,On or near Beechfield Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.92722,54.651617,On or near Whitewell Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.930445,55.037233,On or near Lowry Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.941034,54.684845,On or near Brackens Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.510068,55.076974,On or near Parkview Close,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.876621,54.696591,On or near Kinbayne Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.943389,54.583966,On or near Lisburn Road,Violence and sexual offences
